id,internal_station_id,collected_at,temperature_C,salinity,dissolved_oxygen_mg/L,chlorophyll_ug/L,pheophytin_ug/L,turbidty_NTU,nitrate_nitrite_uM,ammonium_uM,ortho_phosphate_uM,silicate_uM,particulate_organic_nitrogen_uM,particulate_organic_carbon_uM,total_dissolved_nitrogen_uM,total_dissolved_phosphorus_uM,total_nitrogen_uM,total_phosphorus_uM,total_nitrogen_TDN_PON
5472,44,2009-08-16T11:03:00.000Z,23.9,30.2,6.35,2.66,2.79,1.18,0.11,0.74,0.17,,,,,,26.09,2.97,
5473,44,2009-09-01T13:04:00.000Z,19.5,29.5,9.1,1.87,2.39,1.19,0.01,0.27,0.15,,,,,,,1.11,
5474,44,2009-09-17T13:26:00.000Z,18.9,30.5,7.62,1.75,2.15,1.05,0.14,0.24,0.11,,,,,,11.13,1.21,
5475,44,2009-10-01T13:15:00.000Z,15.3,29.9,8.47,3.42,5.22,3.31,0.01,3.65,0.18,,,,,,,1.97,
5476,44,2010-05-23T10:05:00.000Z,17.6,29.9,8.34,1,0.77,0.4,0.01,0.01,0.02,,,,,,9.06,0.56,
5477,44,2010-06-09T12:25:00.000Z,20.8,30.5,8.41,,,1.09,0.01,0.11,0.01,,,,,,37.7,0.82,
5478,44,2010-06-23T13:15:00.000Z,25.3,30.6,7.47,3.17,2.26,0.9,0.09,0.01,0.17,,,,,,21.12,1.18,
5479,44,2010-07-05T09:41:00.000Z,25.4,31.2,6,2.05,2.41,1.21,0.21,1.2,0.62,,,,,,17.89,1.39,
5480,44,2010-07-20T10:28:00.000Z,25.8,30.6,5.37,3.51,3.81,1.56,0.01,0.11,0.14,,,,,,32.94,1.81,
5481,44,2010-08-06T11:10:00.000Z,26.2,31.9,6.02,3.05,2.16,1.15,0.01,1.68,0.09,,,,,,23.43,1.28,
5482,44,2010-08-20T11:50:00.000Z,23.6,31.3,8.18,2.27,0.94,0.67,0.01,0.01,0.07,,,,,,19.19,1.16,
5483,44,2010-09-06T11:49:00.000Z,20.9,27.6,7.08,2.85,1.1,0.85,0.01,1.63,0.1,,,,,,32.66,0.68,
5484,44,2010-09-19T13:20:00.000Z,19.6,30.3,7.9,2.57,1.16,1.23,0.01,0.28,0.1,,,,,,22.48,1.34,
5485,44,2010-10-20T13:30:00.000Z,12.6,31.8,10.29,1.16,0.68,0.5,0.01,0.47,0.03,,,,,,20.42,0.49,
5486,44,2011-05-25T10:37:00.000Z,16.6,30.2,8.35,1.13,0.65,0.87,0.07,0.98,0.02,0.01,,,,,,0.3,
5487,44,2011-06-08T09:12:00.000Z,22.1,30.2,7.53,2.41,1.09,1.6,0.01,0.84,0.07,0.01,,,,,8.56,0.93,
5488,44,2011-06-23T08:58:00.000Z,20,28.6,8.21,0.87,0.81,0.59,0.19,1.54,0.15,0.01,,,,,,0.7,
5489,44,2011-07-12T12:08:00.000Z,25.3,30.1,5.7,2.86,2.1,3.07,0.01,1.81,0.06,0.01,,,,,18.55,1.54,
5490,44,2011-07-25T10:10:00.000Z,25,,7.96,0.92,0.86,0.7,0.01,0.7,0.11,0.09,,,,,,1.04,
5491,44,2011-08-08T09:55:00.000Z,22.2,29.6,5.29,2.21,1.37,1.03,0.07,1.45,0.18,0.01,,,,,,0.86,
5492,44,2011-08-23T09:00:00.000Z,23.1,30.9,6.55,2.12,1.1,1.02,0.24,0.79,0.09,0.14,,,,,,1.2,
5493,44,2011-09-09T13:20:00.000Z,19.7,30.7,7.84,1.71,0.91,0.8,0.21,0.59,0.11,0.01,,,,,,0.86,
5494,44,2011-09-22T09:55:00.000Z,20,31,3.92,1.47,0.85,0.71,0.01,0.31,0.09,0.23,,,,,,0.37,
5495,44,2011-10-05T09:55:00.000Z,18.3,30.3,6.94,3.61,2.76,2.21,0.01,4.49,0.11,0.15,,,,,17.02,0.46,
5496,44,2012-05-23T16:23:00.000Z,18.6,31.2,8.66,0.96,0.45,0.32,0.08,0.16,0.08,0.27,,,,,17.5,0.56,
5497,44,2012-06-21T17:22:00.000Z,26.5,31.7,8.65,1.7,0.82,1.19,0.01,0.72,0.06,0.71,,,,,22.17,0.51,
5498,44,2012-07-03T15:18:00.000Z,25.9,31.6,7.64,1.36,0.66,0.3,0.06,0.45,0.1,0.34,,,,,11.24,0.64,
5499,44,2012-07-20T16:53:00.000Z,24.8,31.5,7.19,4.38,1.18,1.72,0.01,0.64,0.27,1.32,,,,,28.92,1.55,
5500,44,2012-08-03T16:50:00.000Z,26.7,30.9,8.36,3.4,1.58,2.86,0.01,0.13,0.07,1,,,,,21.45,1.86,
5501,44,2012-08-18T17:00:00.000Z,24.8,31.1,7.87,3.39,1.47,1.55,0.01,0.01,0.13,0.62,,,,,25.67,1.64,
5502,44,2012-09-13T12:42:00.000Z,21.2,31.3,9.57,2.8,1.39,1.67,0.01,0.14,0.2,0.79,,,,,30.41,1.76,
5503,44,2012-09-24T10:21:00.000Z,18.3,31.3,8.39,1.66,0.96,0.8,0.05,0.22,0.18,0.42,,,,,22.99,1.02,
5504,44,2012-10-10T11:20:00.000Z,15.6,30.8,8.46,2.53,0.69,0.44,0.01,0.51,0.2,1.58,,,,,16.79,0.78,
5505,44,2013-05-21T11:46:00.000Z,19.9,31.2,9.01,1.6,0.44,0.88,0.01,0.26,0.09,0.06,,,,,23.42,0.65,
5506,44,2013-06-19T13:14:00.000Z,21,30.3,8.23,1.73,1.22,1.64,0.06,0.43,0.15,0.91,,,,,31.83,1.05,
5507,44,2013-07-03T12:22:00.000Z,25.1,29.7,8.85,3.15,1.75,1.28,0.06,0.41,0.2,1.62,,,,,21.95,1.01,
5508,44,2013-07-19T13:03:00.000Z,28.7,30.8,7.61,2.96,1.02,1.52,0.23,0.74,0.41,4.09,,,,,26.03,1.29,
5509,44,2013-08-06T16:00:00.000Z,23.8,30.4,9.73,2.41,0.94,1.63,0.05,0.01,0.1,0.35,,,,,28.67,0.97,
5510,44,2013-08-30T11:28:00.000Z,21.1,31,7.82,5.42,2.68,1.58,0.01,0.01,0.24,2.03,,,,,26,1.21,
5511,44,2013-09-14T11:14:00.000Z,21.5,30.5,6.74,3.35,1.91,1.59,0.01,0.15,0.11,0.66,,,,,19.52,0.8,
5512,44,2013-09-27T09:50:00.000Z,16.8,31.2,8.69,1.82,1.22,0.39,0.01,0.26,0.17,1.34,,,,,16.58,0.72,
5513,44,2013-10-14T11:45:00.000Z,15,31.4,8.33,1.66,0.99,1.72,0.06,0.22,0.21,1.68,,,,,16.76,0.67,
5514,44,2014-05-13T15:09:00.000Z,16.3,31.6,9.92,1.47,0.99,0.94,0.05,0.24,0.06,0.37,,,,,14.21,0.78,
5515,44,2014-06-09T12:38:00.000Z,22.8,31.6,7.97,3.02,1.06,0.52,0.09,0.45,0.08,0.22,,,,,20.75,0.89,
5516,44,2014-06-23T12:53:00.000Z,22.8,31.3,8.22,2.87,1.09,0.79,0.01,0.18,0.07,0.25,,,,,12.35,0.5,
5517,44,2014-07-08T12:24:00.000Z,24.7,29.8,7.16,5.51,2.23,0.54,0.01,0.25,0.08,0.19,,,,,28.92,1.36,
5518,44,2014-07-24T14:14:00.000Z,22.9,31.5,7.65,5.01,1.38,1.17,0.01,0.18,0.05,0.62,,,,,20.89,0.89,
5519,44,2014-08-08T13:43:00.000Z,23,31.5,7.89,2.76,0.8,0.44,0.06,0.35,0.15,0.47,,,,,21.38,1.19,
5520,44,2014-08-20T12:00:00.000Z,23.2,31.6,8.16,,,1.35,0.01,0.22,0.15,0.33,,,,,25.39,1.24,
5521,44,2014-09-07T13:51:00.000Z,24.8,31.7,7.07,5.24,1.86,1.88,0.01,0.24,0.09,0.55,,,,,18.54,0.98,
5522,44,2014-09-19T12:14:00.000Z,18.7,32.3,8.19,3.46,1.46,0.64,0.01,0.26,0.35,0.9,,,,,26.46,2.05,
5523,44,2015-05-14T12:11:00.000Z,18,33,8.08,1.04,0.72,0.87,0.01,0.15,0.04,0.09,,,,,10.29,0.53,
5524,44,2015-06-04T15:07:00.000Z,16.1,31.6,9.02,0.93,0.46,0.45,1.31,0.16,0.01,2.09,,,,,4.96,0.43,
5525,44,2015-06-14T13:58:00.000Z,22,31.9,7.62,1.88,0.8,0.69,0.01,0.25,0.03,0.21,,,,,15.86,0.72,
5526,44,2015-07-08T09:11:00.000Z,24.9,31.1,5.71,5.34,2.84,3.18,0.06,0.6,0.35,2.15,,,,,28.97,1.75,
5527,44,2015-07-29T14:23:00.000Z,27.5,31.5,8.06,4.8,2.03,1.9,0.01,0.99,0.2,1.91,,,,,30.58,1.64,
5528,44,2015-08-12T14:41:00.000Z,23.2,29.2,7.16,3.52,1.55,1.92,0.01,0.29,0.39,2.82,,,,,17.15,1.27,
5529,44,2015-08-24T11:01:00.000Z,23.6,31.2,6.5,3.02,1.65,0.34,0.01,0.01,0.6,0.95,,,,,22.02,1.48,
5530,44,2015-09-08T12:11:00.000Z,25.1,31.4,6.36,2.02,0.93,1.93,0.01,0.38,0.06,0.64,,,,,25.77,1.15,
5531,44,2015-10-08T12:40:00.000Z,15.8,30.9,9.91,3.2,1.35,0.58,0.01,0.01,0.11,1.02,,,,,16.95,0.85,
5532,44,2016-05-18T13:14:00.000Z,15.2,32.2,8.73,1.2,0.76,0.4,0.09,0.01,0.11,0.01,,,,,9.39,0.44,
5533,44,2016-06-28T09:41:00.000Z,22.3,32.4,6.89,1.73,1.19,1.01,0.01,0.11,0.18,0.94,,,,,15.19,0.71,
5534,44,2016-07-12T10:10:00.000Z,20.8,31.8,7.29,2.91,1.46,0.79,0.1,0.01,0.26,0.92,,,,,14.28,1.06,
5535,44,2016-07-30T13:04:00.000Z,27.1,31.9,,2.66,1.32,0.84,0.01,0.01,0.04,0.01,,,,,22.74,0.74,
5536,44,2016-08-11T10:33:00.000Z,24.7,31.8,5.41,3.71,2.99,2.26,0.01,0.16,0.24,1.27,,,,,27.76,1.39,
5537,44,2016-09-13T12:41:00.000Z,21.9,33,7.74,2.54,0.96,0.58,0.1,0.01,0.35,0.22,,,,,19.67,1.05,
5538,44,2016-09-29T15:01:00.000Z,17,32.7,8.24,3.85,2.16,0.7,0.01,0.87,0.35,0.82,,,,,15.07,0.95,
5539,44,2016-10-12T12:23:00.000Z,15,32.5,8.71,1.4,0.88,0.76,0.08,0.7,0.24,0.99,,,,,11.05,0.96,
5540,44,2017-05-23T13:04:00.000Z,16.2,31.2,8.43,2.29,1.25,0.57,0.01,0.01,0.01,0.01,0.01,148.19,13.24,0.42,,,13.24
5541,44,2017-06-08T15:07:00.000Z,17,30.1,9.31,1.7,0.69,0.87,0.01,0.35,0.08,0.29,17.04,74.96,15.94,0.42,,,32.98
5542,44,2017-06-21T13:35:00.000Z,22.2,30.6,7.68,2.78,1.31,2.01,0.01,0.66,0.12,1.2,16.28,120.53,15.57,0.45,,,31.85
5543,44,2017-07-20T12:43:00.000Z,27.1,31.7,7.21,6.26,1.64,1.4,0.01,0.6,0.26,2.35,29.74,100.04,23.17,1.37,,,52.91
5544,44,2017-08-02T11:48:00.000Z,25.1,32,7.59,2.7,1.85,1.49,0.01,0.01,0.01,3.24,0.59,77.81,25.38,0.6,,,25.97
5545,44,2017-08-19T13:22:00.000Z,23.6,23.9,6.1,7.4,3.21,3.44,0.34,0.8,0.45,5.94,11.9,108.6,25.03,1.33,,,36.93
5546,44,2017-09-15T11:14:00.000Z,22.9,30.8,6.31,3.06,1.83,1.73,0.01,0.36,0.23,1.56,12.14,55.57,19.51,0.81,,,31.65
5547,44,2017-09-23T16:44:00.000Z,16.6,31.8,8.71,4.25,1.58,0.54,1,0.79,0.22,3.16,5.87,48.22,16.22,0.58,,,22.08
5548,44,2017-10-03T13:45:00.000Z,17.3,32,9.38,2.25,1.21,0.49,0.01,0.35,0.29,0.01,0.01,34.61,16.67,0.76,,,16.67
5549,44,2018-05-28T13:53:00.000Z,15.8,31.2,8.33,1.66,0.75,0.54,0.01,0.01,0.01,0.1,3.92,36.56,14.231,0.48,10.9,1.02,18.15
5550,44,2018-06-09T11:10:00.000Z,20.5,30.5,7.63,2.04,0.69,1.04,0.37,0.25,0.29,1.1,5.76,44.84,15.683,0.35,14.6,0.7,21.44
5551,44,2018-06-26T13:52:00.000Z,21.5,31,8.18,1.89,0.92,0.76,0.01,0.18,0.17,0.16,5.01,41.79,16.499,0.56,18.8,0.845,21.5
5552,44,2018-07-08T10:25:00.000Z,23.3,30.7,7.9,2.33,0.88,0.92,0.01,0.13,0.05,0.01,5.5,51.07,16.548,0.88,23.2,0.892,22.05
5553,44,2018-07-21T10:00:00.000Z,24.4,31.1,7.45,3.12,1.41,1.05,0.01,0.35,0.21,0.19,10.88,73.86,17.334,0.61,24.8,1.22,28.21
5554,44,2018-08-10T13:40:00.000Z,27.2,30.3,7.55,3.47,1.06,0.98,0.06,0.29,0.35,1.09,7.11,49.73,21.624,0.12,16.5,0.864,28.73
5555,44,2018-08-24T13:36:00.000Z,23.5,31.2,7.99,2.67,1.36,1.21,0.05,0.14,0.41,0.67,10.34,81.43,17.12,0.69,26.5,1.51,27.46
5556,44,2018-09-08T13:35:00.000Z,23.5,31.2,6.44,5.02,1.77,1.12,0.01,0.62,0.63,0.21,7.2,68.14,18.576,1.13,20.1,1.67,25.77
5557,44,2018-10-06T12:26:00.000Z,17.7,30.9,8.62,3.66,1.65,0.65,0.01,0.41,0.36,0.76,8.88,75.64,15.573,0.76,17.3,1.33,24.45
5558,44,2019-05-15T11:56:00.000Z,11.4,31.2,8.84,1.2,0.65,0.41,0.11,0.16,0.09,0.48,3.61,41.9,13.628,0.23,13.2,0.851,17.24
5559,44,2019-06-12T10:32:00.000Z,19.7,29.6,7.62,4.05,1.32,0.77,0.23,0.3,0.05,0.05,7.76,61.8,17.5,0.53,23.7,0.824,25.26
5560,44,2019-06-12T10:32:00.000Z,19.7,29.6,7.62,4.05,1.32,0.77,0.23,0.3,0.05,0.05,7.76,61.8,17.5,0.53,23.7,0.824,25.26
5561,44,2019-06-27T10:20:00.000Z,21.1,29.3,7.69,3.79,0.67,0.62,0.23,0.9,0.2,0.55,6.06,50.34,13.9,0.48,15.8,0.495,19.96
5562,44,2019-07-13T12:15:00.000Z,25.8,30,7.24,2.81,1.1,0.66,0.01,0.24,0.18,0.62,5.01,43.12,14.3,0.81,17.5,1.05,19.31
5563,44,2019-07-13T12:15:00.000Z,25.8,30,7.24,2.81,1.1,0.66,0.01,0.24,0.18,0.62,5.01,43.12,14.3,0.81,17.5,1.05,19.31
5564,44,2019-07-25T08:50:00.000Z,23.3,29.3,7.06,3.82,1.81,1.04,0.24,0.68,0.44,1.07,9.17,65.66,14.9,0.9,23,1.12,24.07
5565,44,2019-08-09T09:53:00.000Z,24.9,30.2,6.78,5.4,1.9,1.7,0.11,0.77,0.11,0.6,15.79,110.47,15.9,0.8,23.7,1.71,31.69
5566,44,2019-08-27T11:52:00.000Z,20.8,31.1,7.78,3.51,1.3,0.75,0.08,0.3,0.3,0.77,10.09,86.24,13.7,0.83,16.4,1.36,23.79
5567,44,2019-09-09T11:25:00.000Z,19.7,29.9,8.16,4.08,1.6,1.42,0.01,0.28,0.06,0.57,9.34,70.25,18.4,0.84,20.9,1.33,27.74
5568,44,2019-09-24T10:37:00.000Z,21.6,30.9,6.92,5.39,3.67,1.97,0.01,0.21,0.13,0.12,18.18,163.88,11.4,0.32,23.6,1.44,29.58
5569,44,2019-10-24T11:10:00.000Z,13.6,30.7,8.91,3.11,0.82,0.95,0.08,0.43,0.08,0.14,6.58,67.51,13.8,0.26,11.8,0.882,20.38
5570,44,2020-05-16T10:27:00.000Z,16.3,30.5,8.4,2.88,1.17,0.75,0.01,0.28,0.01,0.17,10.62,95.93,13.1,0.52,16.9,0.948,23.72
5571,44,2020-06-13T08:45:00.000Z,20.1,30.9,7.4,5.76,1.09,1.45,0.01,0.34,0.06,0.01,8.32,73.37,17.5,0.43,15.8,0.974,25.82
5572,44,2020-06-27T07:35:00.000Z,24.2,31.2,6.44,2.34,1.15,1.6,0.01,0.7,0.2,0.67,6.62,56.91,12.1,1.24,14.4,1.36,18.72
5573,44,2020-07-14T09:51:00.000Z,26.2,31.1,7.09,5.38,0.87,1.6,0.01,0.19,0.18,0.07,7.94,76.77,14.9,0.78,15.6,0.902,22.84
5574,44,2020-07-29T10:02:00.000Z,17.7,31.3,5.8,3.46,1.33,1.74,0.08,0.68,0.27,1.77,11.72,84.25,21.5,1.09,27.8,1.52,33.22
5575,44,2020-08-09T06:52:00.000Z,23.9,31.3,6.99,3.04,1.62,1.34,0.07,0.18,0.27,0.56,10.06,81.02,15.3,0.98,21.4,1.38,25.36
5576,44,2020-08-24T06:49:00.000Z,23.6,31.1,6.14,7.64,2.61,1.93,0.06,0.37,0.35,2.1,18.75,161.53,20.5,1.09,36.3,1.94,39.25
5577,44,2020-09-13T11:10:00.000Z,20,31.4,8.06,2.63,1.2,1.23,0.01,0.29,0.43,1.34,10.51,85.23,22.5,1.17,26,1.53,33.01
5578,44,2020-09-26T10:21:00.000Z,19,33.3,8.33,2.95,0.85,2.84,0.24,0.51,0.21,0.27,3.82,45.25,18.4,0.57,17.1,0.658,22.22
5579,44,2020-10-19T16:28:00.000Z,14.3,32.4,8.64,1.99,0.73,0.71,0.2,0.21,0.2,1.49,7.71,63.92,14.1,0.58,15.5,0.915,21.81
5580,44,2021-05-13T15:54:00.000Z,15.8,31.1,8.99,0.78,0.28,0.1,0.01,0.24,0.01,0.14,5.23,41.74,13.9,0.549,13.2,0.729,19.13
5581,44,2021-06-02T08:42:00.000Z,16,30.1,8.45,1.07,0.58,0.42,0.01,0.5,0.01,0.61,4.85,42.46,13.7,0.326,12.8,0.602,18.55
5582,44,2021-06-18T08:46:00.000Z,22.1,31.3,7.63,1.97,0.93,0.78,0.01,0.44,0.01,0.11,6.15,51.02,8.23,0.559,12.8,0.747,14.38
5583,44,2021-07-08T13:39:00.000Z,23.7,31.4,7.96,2.37,1.08,1.05,0.01,0.14,0.01,0.2,7.39,67.51,11.7,0.385,18.7,1.02,19.09
5584,44,2021-07-20T10:53:00.000Z,24.9,31.2,7.09,2.8,1.07,0.85,0.01,0.26,0.16,1.23,8.87,83.87,15.2,0.843,17.9,1.29,24.07
5585,44,2021-08-03T10:46:00.000Z,24.2,31.3,7.58,2.13,0.86,0.91,0.01,0.29,0.13,0.27,8.09,69.11,16.8,0.609,20.2,1.13,24.89
5586,44,2021-08-17T09:51:00.000Z,25.4,30.9,7.13,3.58,1.4,1.86,0.17,0.25,0.29,0.95,13.12,104.22,25.9,1.17,31.2,1.44,39.02
5587,44,2021-09-01T10:16:00.000Z,23.7,31.1,6.9,5.17,2.23,1.38,0.07,0.24,0.63,0.25,11.81,90.23,19,1.08,28.4,1.77,30.81
5588,44,2021-09-28T08:00:00.000Z,19.6,29.7,6.84,5.34,4.88,3.55,0.1,0.73,0.13,0.37,20.53,178.14,19.1,0.66,26.6,1.65,39.63
5589,44,2021-10-15T10:35:00.000Z,18.9,30.4,7.58,3.19,1.35,0.66,0.01,1,0.37,1.24,7.79,60.94,15.8,1.03,16.4,1.1,23.59
5590,44,2022-05-15T14:17:00.000Z,18.8,32.19,9.01,3.01,0.7,0.89,0.01,0.25,0.07,0.05,11.01,96.64,16.1,0.53,14.6,0.89,27.11
5591,44,2022-06-04T06:14:00.000Z,17.7,31.58,7.54,1.34,0.81,0.7,0.07,0.53,0.18,0.42,5.63,56.07,12.4,0.7,16.5,1.32,18.03
5592,44,2022-06-23T10:23:00.000Z,20.3,31.73,7.94,2.14,0.6,0.42,0.09,0.44,0.09,0.09,6.08,49.12,15.1,0.75,18.1,0.95,21.18
5593,44,2022-07-07T08:45:00.000Z,23.2,31.78,7.13,1.86,1.08,0.56,0.01,0.27,0.13,0.34,7.24,58.38,15.3,0.84,20.7,1.14,22.54
5594,44,2022-07-20T08:05:00.000Z,25.2,32.01,6.41,6.65,2.89,1.57,0.01,1.32,0.15,0.26,11.6,107,14.8,0.87,23.2,1.58,26.4
5595,44,2022-08-03T06:32:00.000Z,26.1,32.42,6.07,3.52,1.63,1.46,0.07,0.6,0.38,2.62,13.09,94.52,20.7,1.45,31.1,2.36,33.79
5596,44,2022-08-19T08:19:00.000Z,21.5,32.47,6.58,7.95,4.28,3.21,0.01,0.64,0.23,2.21,20.22,161.79,19.5,1.05,69.1,3.13,39.72
5597,44,2022-09-13T17:11:00.000Z,21.9,31.85,6.72,7.82,3.05,1.46,0.08,0.71,0.55,0.75,13.81,103.71,16.6,1.36,23.5,2.01,30.41
5598,44,2022-09-21T11:46:00.000Z,20,32.21,7.88,3.74,2.14,1.14,0.01,0.17,0.43,0.19,11.23,93.96,19.4,1.01,21.6,1.35,30.63
5599,44,2022-10-11T16:05:00.000Z,15.2,31.37,9.06,2.98,1.53,0.86,0.01,0.22,0.13,0.05,10.58,80.32,12.8,0.61,15.8,0.96,23.38
5600,44,2023-05-11T07:33:00.000Z,15,31.68,7.7,1.85,0.98,1.48,0.01,0.46,0.14,0.5,10.17,86.48,15.2,0.88,21.6,1.41,25.37
5601,44,2023-06-14T11:25:00.000Z,21.2,31.26,7.41,1.74,0.56,1.38,0.14,0.92,0.15,0.58,8.29,86.99,20.4,0.82,21,1.1,28.69
5602,44,2023-06-29T11:09:00.000Z,23.2,30.26,7,2.22,0.85,1.06,0.14,0.76,0.01,2.1,10.41,92.26,10.3,0.59,13.8,1.12,20.71
5603,44,2023-07-11T09:48:00.000Z,23.5,30.74,7.11,2.72,0.81,0.92,0.01,0.4,0.17,0.9,11.17,86.05,11.7,1,13.8,1.13,22.87
5604,44,2023-07-25T08:03:00.000Z,24.8,31.34,6.94,2.66,1.12,0.93,0.01,0.38,0.27,1.62,9.63,65.87,17.4,1.14,25.9,1.68,27.03
5605,44,2023-08-10T10:07:00.000Z,22.7,30.67,7.05,4.2,2.31,1.43,0.07,0.6,0.28,0.95,13.29,106.59,16.5,1.11,20.9,1.52,29.79
5606,44,2023-08-23T07:25:00.000Z,21.5,31.05,7.89,2.86,1.37,0.89,0.01,0.27,0.19,0.06,9.84,86.93,16.8,1,21.5,1.4,26.64
5607,44,2023-09-06T07:42:00.000Z,23.2,31.4,7.35,1.77,1.4,0.93,0.06,0.31,0.32,0.52,12.25,85.3,16.8,0.85,19,1.32,29.05
5608,44,2023-09-28T13:38:00.000Z,17,30.69,8.9,2.41,1.33,0.95,0.28,0.29,0.35,1,10.12,92.21,20,0.79,25.1,1.17,30.12
